R,G,B,Y
0.945567652,1,0.976671851,0
0.938967136,1,0.982785603,0
0.945567652,1,0.978227061,0
0.936236392,1,0.978227061,0
0.9375,1,0.98125,0
0.937791602,1,0.981337481,0
0.932411674,1,0.978494624,0
0.942457232,1,0.982892691,0
0.945904173,1,0.975270479,0
0.949152542,1,0.973805855,0
0.939628483,1,0.979876161,0
0.940902022,1,0.979782271,0
0.940625,1,0.9765625,0
0.936037441,1,0.982839314,0
0.934782609,1,0.976708075,0
0.931464174,1,0.978193146,0
0.940717629,1,0.978159126,0
0.9421875,1,0.978125,0
0.940809969,1,0.979750779,0
0.944785276,1,0.969325153,0
0.940275651,1,0.972434916,0
0.937116564,1,0.976993865,0
0.933539413,1,0.979907264,0
0.94,1,0.969230769,0
0.93481717,1,0.977742448,0
0.939721793,1,0.978361669,0
0.937402191,1,0.974960876,0
0.935229068,1,0.984202212,0
0.939721793,1,0.972179289,0
0.936908517,1,0.981072555,0
0.933229814,1,0.992236025,0
0.946564885,1,0.972519084,0
0.949464012,1,0.963246554,0
0.944358578,1,0.978361669,0
0.941807044,1,0.969372129,0
0.935483871,1,0.973886329,0
0.941085271,1,0.979844961,0
0.938461538,1,0.976923077,0
0.941267388,1,0.975270479,0
0.930981595,1,0.97392638,0
0.93404908,1,0.972392638,0
0.936728395,1,0.972222222,0
0.94,1,0.975384615,0
0.9484375,1,0.9828125,0
0.946070878,1,0.975346687,0
0.939534884,1,0.978294574,0
0.941176471,1,0.973684211,0
0.934782609,1,0.97515528,0
0.936236392,1,0.976671851,0
0.940438871,1,0.978056426,0
0.9359375,1,0.98125,0
0.939252336,1,0.978193146,0
0.935837246,1,0.978090767,0
0.937597504,1,0.979719189,0
0.936037441,1,0.979719189,0
0.9359375,1,0.9796875,0
0.937694704,1,0.982866044,0
0.937597504,1,0.979719189,0
0.934477379,1,0.978159126,0
0.937791602,1,0.973561431,0
0.9375,1,0.975,0
0.931570762,1,0.975116641,0
0.94375,1,0.9796875,0
0.9359375,1,0.978125,0
0.934681182,1,0.978227061,0
0.9375,1,0.978125,0
0.934375,1,0.978125,0
0.931357254,1,0.978159126,0
0.934477379,1,0.976599064,0
0.9342723,1,0.979655712,0
0.934477379,1,0.979719189,0
0.937694704,1,0.976635514,0
0.928125,1,0.984375,0
0.942367601,1,0.982866044,0
0.941358025,1,0.981481481,0
0.941640379,1,0.985804416,0
0.944099379,1,0.97515528,0
0.935126582,1,0.976265823,0
0.92845787,1,0.982511924,0
0.939157566,1,0.978159126,0
0.937898089,1,0.98566879,0
0.932176656,1,0.984227129,0
0.9421875,1,0.978125,0
0.936507937,1,0.980952381,0
0.929577465,1,0.984350548,0
0.938744257,1,0.97856049,0
0.92834891,1,0.982866044,0
0.944012442,1,0.979782271,0
0.930015552,1,0.975116641,0
0.9328125,1,0.9796875,0
0.937984496,1,0.973643411,0
0.929133858,1,0.987401575,0
0.933641975,1,0.978395062,0
0.934375,1,0.9765625,0
0.938871473,1,0.984326019,0
0.93498452,1,0.981424149,0
0.94047619,1,0.958333333,0
0.932307692,1,0.98,0
0.941538462,1,0.973846154,0
0.935483871,1,0.980030722,0
0.935085008,1,0.973724884,0
0.931570762,1,0.976671851,0
0.92879257,1,0.978328173,0
0.931677019,1,0.976708075,0
0.933436533,1,0.976780186,0
0.937007874,1,0.984251969,0
0.930981595,1,0.975460123,0
0.931610942,1,0.969604863,0
0.936825886,1,0.98459168,0
0.945121951,1,0.977134146,0
0.930769231,1,0.978461538,0
0.9375,1,0.974085366,0
0.93114241,1,0.982785603,0
0.934250765,1,0.974006116,0
0.937694704,1,0.984423676,0
0.930769231,1,0.98,0
0.933641975,1,0.978395062,0
0.930340557,1,0.981424149,0
0.926940639,1,0.97869102,0
0.941896024,1,0.97706422,0
0.936671576,1,0.973490427,0
0.934250765,1,0.987767584,0
0.945427729,1,0.96460177,0
0.942457232,1,0.973561431,0
0.923676012,1,0.982866044,0
0.932515337,1,0.981595092,0
0.942161339,1,0.97260274,0
0.940345369,1,0.982731554,0
0.927692308,1,0.984615385,0
0.954682779,1,0.972809668,0
0.945537065,1,0.975794251,0
0.915680473,1,0.980769231,0
0.939485628,1,0.971255673,0
0.947291362,1,0.959004392,0
0.941896024,1,0.97706422,0
0.929640719,1,0.973053892,0
0.938897168,1,0.970193741,0
0.935779817,1,0.980122324,0
0.9375,1,0.96875,0
0.933834586,1,0.97443609,0
0.945038168,1,0.972519084,0
0.944693572,1,0.968609865,0
0.941441441,1,0.978978979,0
0.951951952,1,0.971471471,0
0.937592868,1,0.976225854,0
0.943854325,1,0.972685888,0
0.942073171,1,0.972560976,0
0.926267281,1,0.98156682,0
0.941896024,1,0.978593272,0
0.939301973,1,0.969650986,0
0.936434109,1,0.984496124,0
0.942161339,1,0.97716895,0
0.953101362,1,0.95612708,0
0.935143288,1,0.981900452,0
0.935779817,1,0.980122324,0
0.951145038,1,0.970992366,0
0.944700461,1,0.973886329,0
0.945226917,1,0.978090767,0
0.927330174,1,0.984202212,0
0.937597504,1,0.982839314,0
0.936335404,1,0.972049689,0
0.937007874,1,0.979527559,0
0.944794953,1,0.995268139,0
0.9609375,1,0.9796875,0
0.936459909,1,0.965204236,0
0.933130699,1,0.974164134,0
0.936825886,1,0.975346687,0
0.93990755,1,0.973805855,0
0.938388626,1,0.976303318,0
0.933753943,1,0.981072555,0
0.934579439,1,0.975077882,0
0.938095238,1,0.980952381,0
0.933962264,1,0.981132075,0
0.931464174,1,0.970404984,0
0.9344,1,0.9824,0
0.91509434,1,0.995283019,0
0.944707741,1,0.981042654,0
0.941628264,1,0.973886329,0
0.935433071,1,0.985826772,0
0.940902022,1,0.970451011,0
0.92845787,1,0.984101749,0
0.936434109,1,0.978294574,0
0.942766296,1,0.984101749,0
0.9328125,1,0.984375,0
0.940251572,1,0.977987421,0
0.919811321,1,0.982704403,0
0.939157566,1,0.978159126,0
0.928684628,1,0.980982567,0
0.94375,1,0.9796875,0
0.92834891,1,0.976635514,0
0.939534884,1,0.973643411,0
0.935837246,1,0.981220657,0
0.944620253,1,0.981012658,0
0.935229068,1,0.985781991,0
0.93877551,1,0.978021978,0
0.930489731,1,0.977883096,0
0.934169279,1,0.979623824,0
0.939873418,1,0.97943038,0
0.935433071,1,0.981102362,0
0.949606299,1,0.968503937,0
0.935229068,1,0.977883096,0
0.939346812,1,0.979782271,0
0.942277691,1,0.979719189,0
0.942812983,1,0.975270479,0
0.938679245,1,0.976415094,0
0.931419458,1,0.980861244,0
0.928684628,1,0.977812995,0
0.933333333,1,0.974603175,0
0.931528662,1,0.97611465,0
0.931746032,1,0.977777778,0
0.933227345,1,0.979332273,0
0.93460925,1,0.977671451,0
0.933014354,1,0.979266348,0
0.916666667,1,0.993710692,0
0.93220339,1,0.969183359,0
0.939628483,1,0.979876161,0
0.942947702,1,0.977812995,0
0.941935484,1,0.980645161,0
0.938211382,1,0.983739837,0
0.93495935,1,0.985365854,0
0.933006536,1,0.990196078,0
0.935064935,1,0.98538961,0
0.934640523,1,0.985294118,0
0.934747145,1,0.983686786,0
0.942622951,0.996721311,1,0
0.918269231,1,0.990384615,0
0.92199688,1,0.973478939,0
0.934065934,1,0.979591837,0
0.93125,1,0.978125,0
0.937007874,1,0.97007874,0
0.940226171,1,0.982229402,0
0.934747145,1,0.980424144,0
0.931372549,1,0.983660131,0
0.931147541,1,0.986885246,0
0.934640523,1,0.980392157,0
0.934640523,1,0.983660131,0
0.929623568,1,0.981996727,0
0.925324675,1,0.991883117,0
0.928917609,1,0.996768982,0
0.935736677,1,0.973354232,0
0.9453125,1,0.975,0
0.9421875,1,0.9734375,0
0.942766296,1,0.976152623,0
0.934533552,1,0.978723404,0
0.950657895,1,0.988486842,0
0.925445705,1,0.980551053,0
0.93289689,1,0.985270049,0
0.93627451,1,0.97875817,0
0.931596091,1,0.980456026,0
0.928917609,1,0.983844911,0
0.937898089,1,0.972929936,0
0.931962025,1,0.965189873,0
0.965,1,0.99,0
0.943048576,1,0.978224456,0
0.914572864,1,0.976549414,0
0.911184211,1,0.991776316,0
0.947457627,1,0.984745763,0
0.958609272,1,0.966887417,0
0.911764706,1,0.968954248,0
0.92358804,1,0.993355482,0
0.945723684,1,0.986842105,0
0.936204147,1,0.972886762,0
0.952606635,1,0.965244866,0
0.9546875,1,0.965625,0
0.951410658,1,0.960815047,0
0.953301127,1,0.964573269,0
0.931928687,1,0.97082658,0
0.947797716,1,0.969004894,0
0.954397394,1,0.965798046,0
0.951140065,1,0.96742671,0
0.95049505,1,0.962046205,0
0.954703833,1,0.963414634,0
0.970909091,1,0.947272727,0
0.972477064,1,0.955963303,0
0.971274686,1,0.956912029,0
0.974591652,1,0.947368421,0
0.962686567,1,0.949626866,0
0.952830189,1,0.971698113,0
0.961832061,1,0.965648855,0
0.958490566,1,0.958490566,0
0.955140187,1,0.960747664,0
0.955719557,1,0.961254613,0
0.950639854,1,0.952468007,0
0.964912281,1,0.949122807,0
0.980935875,1,0.949740035,0
0.982578397,1,0.951219512,0
0.983725136,1,0.945750452,0
0.975,1,0.953846154,0
0.961038961,1,0.961038961,0
0.962546816,1,0.962546816,0
0.962335217,1,0.962335217,0
0.965973535,1,0.964083176,0
0.968164794,1,0.95505618,0
0.950639854,1,0.957952468,0
0.965391621,1,0.961748634,0
0.969147005,1,0.949183303,0
0.969147005,1,0.956442831,0
0.961818182,1,0.952727273,0
0.963702359,1,0.950998185,0
0.965703971,1,0.9566787,0
0.963963964,1,0.958558559,0
0.967391304,1,0.958333333,0
0.962298025,1,0.955116697,0
0.969314079,1,0.9566787,0
0.956445993,1,0.965156794,0
0.977966102,1,0.96779661,0
0.955954323,1,0.954323002,0
0.97704918,1,0.950819672,0
0.980033278,1,0.948419301,0
0.964467005,1,0.959390863,0
0.968013468,1,0.962962963,0
0.966216216,1,0.952702703,0
0.969439728,1,0.967741935,0
0.962837838,1,0.959459459,0
0.954545455,1,0.969155844,0
0.968152866,1,0.952229299,0
0.965299685,1,0.952681388,0
0.968553459,1,0.963836478,0
0.968404423,1,0.95892575,0
0.961102107,1,0.954619125,0
0.969283276,1,0.993174061,0
0.951986755,1,0.970198675,0
0.955074875,1,0.963394343,0
0.958053691,1,0.964765101,0
0.950166113,1,0.96179402,0
0.942903752,1,0.975530179,0
0.9456,1,0.9648,0
0.955315871,1,0.976887519,0
0.964885496,1,0.964885496,0
0.971383148,1,0.961844197,0
0.95659164,1,0.969453376,0
0.942857143,1,0.974603175,0
0.94184168,1,0.969305331,0
0.95638126,1,0.964458805,0
0.945859873,1,0.964968153,0
0.946774194,1,0.975806452,0
0.949919225,1,0.97092084,0
0.946624804,1,0.976452119,0
0.948598131,1,0.970404984,0
0.951441578,1,0.965098634,0
0.951070336,1,0.9617737,0
0.957680251,1,0.965517241,0
0.94770206,1,0.968304279,0
0.943485086,1,0.965463108,0
0.941269841,1,0.973015873,0
0.952456418,1,0.973058637,0
0.941640379,1,0.966876972,0
0.941548183,1,0.968404423,0
0.943037975,1,0.96835443,0
0.942947702,1,0.971473851,0
0.942947702,1,0.969889065,0
0.944444444,1,0.971428571,0
0.947452229,1,0.97133758,0
0.949206349,1,0.974603175,0
0.944532488,1,0.971473851,0
0.949367089,1,0.969936709,0
0.94770206,1,0.971473851,0
0.949367089,1,0.971518987,0
0.949286846,1,0.971473851,0
0.94628752,1,0.968404423,0
0.947867299,1,0.968404423,0
0.944620253,1,0.969936709,0
0.950949367,1,0.969936709,0
0.944794953,1,0.966876972,0
0.949367089,1,0.969936709,0
0.943037975,1,0.96835443,0
0.943127962,1,0.966824645,0
0.946031746,1,0.971428571,0
0.944707741,1,0.968404423,0
0.943037975,1,0.971518987,0
0.944620253,1,0.96835443,0
0.944532488,1,0.971473851,0
0.941548183,1,0.969984202,0
0.949125596,1,0.974562798,0
0.942947702,1,0.971473851,0
0.944532488,1,0.966719493,0
0.944444444,1,0.973015873,0
0.946202532,1,0.96835443,0
0.947535771,1,0.972972973,0
0.944620253,1,0.969936709,0
0.950636943,1,0.974522293,0
0.947619048,1,0.974603175,0
0.947619048,1,0.973015873,0
0.943127962,1,0.968404423,0
0.944620253,1,0.96835443,0
0.944532488,1,0.969889065,0
0.944620253,1,0.96835443,0
0.943037975,1,0.96835443,0
0.949206349,1,0.971428571,0
0.946117274,1,0.966719493,0
0.944620253,1,0.96835443,0
0.944532488,1,0.971473851,0
0.942947702,1,0.968304279,0
0.944532488,1,0.969889065,0
0.939968404,1,0.966824645,0
0.946031746,1,0.971428571,0
0.941548183,1,0.968404423,0
0.950715421,1,0.974562798,0
0.949125596,1,0.974562798,0
0.949286846,1,0.969889065,0
0.945945946,1,0.971383148,0
0.950715421,1,0.974562798,0
0.949206349,1,0.971428571,0
0.947619048,1,0.96984127,0
0.945945946,1,0.969793323,0
0.949125596,1,0.969793323,0
0.947619048,1,0.96984127,0
0.947619048,1,0.96984127,0
0.946117274,1,0.969889065,0
0.947535771,1,0.974562798,0
0.946031746,1,0.973015873,0
0.942947702,1,0.971473851,0
0.93977813,1,0.968304279,0
0.942857143,1,0.971428571,0
0.949125596,1,0.969793323,0
0.944356121,1,0.972972973,0
0.950558214,1,0.976076555,0
0.952305246,1,0.969793323,0
0.942947702,1,0.971473851,0
0.946117274,1,0.971473851,0
0.946031746,1,0.96984127,0
0.943037975,1,0.96835443,0
0.941823899,1,0.965408805,0
0.95,1,0.9734375,0
0.941984733,1,0.977099237,0
0.948795181,1,0.965361446,0
0.94648318,1,0.967889908,0
0.945397816,1,0.975039002,0
0.947368421,1,0.969040248,0
0.943837754,1,0.971918877,0
0.945736434,1,0.970542636,0
0.947204969,1,0.972049689,0
0.947122862,1,0.970451011,0
0.946957878,1,0.981279251,0
0.935628743,1,0.968562874,0
0.961595273,1,0.968980798,0
0.947521866,1,0.965014577,0
0.953869048,1,0.96577381,0
0.953917051,1,0.970814132,0
0.950387597,1,0.984496124,0
0.957943925,1,0.975077882,0
0.941717791,1,0.976993865,0
0.944615385,1,0.976923077,0
0.949464012,1,0.973966309,0
0.943338438,1,0.980091884,0
0.951183432,1,0.971893491,0
0.95287187,1,0.966126657,0
0.96119403,1,0.979104478,0
0.957957958,1,0.968468468,0
0.942598187,1,0.974320242,0
0.947916667,1,0.967261905,0
0.954954955,1,0.965465465,0
0.945864662,1,0.97593985,0
0.948148148,1,0.97037037,0
0.954954955,1,0.971471471,0
0.943452381,1,0.980654762,0
0.957971014,1,0.957971014,0
0.960410557,1,0.972140762,0
0.962427746,1,0.960982659,0
0.954074074,1,0.97037037,0
0.93880597,1,0.97761194,0
0.951879699,1,0.97443609,0
0.950892857,1,0.96875,0
0.951038576,1,0.970326409,0
0.953592814,1,0.973053892,0
0.94047619,1,0.967261905,0
0.942898975,1,0.966325037,0
0.959243086,1,0.962154294,0
0.953010279,1,0.967694567,0
0.958823529,1,0.967647059,0
0.949404762,1,0.967261905,0
0.948529412,1,0.969117647,0
0.954005935,1,0.970326409,0
0.946666667,1,0.971851852,0
0.954209749,1,0.966026588,0
0.947916667,1,0.964285714,0
0.955156951,1,0.97309417,0
0.94887218,1,0.963909774,0
0.952095808,1,0.965568862,0
0.95173454,1,0.971342383,0
0.960665658,1,0.968229955,0
0.951515152,1,0.971212121,0
0.949464012,1,0.969372129,0
0.946969697,1,0.968181818,0
0.957186544,1,0.970948012,0
0.955792683,1,0.972560976,0
0.953198128,1,0.975039002,0
0.942424242,1,0.971212121,0
0.951145038,1,0.974045802,0
0.951367781,1,0.963525836,0
0.951807229,1,0.96686747,0
0.952453988,1,0.970858896,0
0.954407295,1,0.969604863,0
0.955384615,1,0.973846154,0
0.952887538,1,0.965045593,0
0.949230769,1,0.972307692,0
0.95482866,1,0.975077882,0
0.954968944,1,0.976708075,0
0.95281583,1,0.96499239,0
0.946319018,1,0.972392638,0
0.958715596,1,0.966360856,0
0.949526814,1,0.974763407,0
0.944099379,1,0.97515528,0
0.953775039,1,0.969183359,0
0.95133438,1,0.967032967,0
0.940993789,1,0.973602484,0
0.952307692,1,0.963076923,0
0.94200627,1,0.979623824,0
0.950965825,1,0.968796434,0
0.953313253,1,0.978915663,0
0.968980798,1,0.957163959,0
0.952743902,1,0.978658537,0
0.962518741,1,0.967016492,0
0.959627329,1,0.965838509,0
0.9421875,1,0.9828125,0
0.957639939,1,0.972768533,0
0.963358779,1,0.963358779,0
0.951104101,1,0.977917981,0
0.946727549,1,0.97716895,0
0.955223881,1,0.964179104,0
0.952167414,1,0.970104634,0
0.959881129,1,0.961367013,0
0.954407295,1,0.965045593,0
0.950464396,1,0.975232198,0
0.95398773,1,0.97392638,0
0.9546875,1,0.971875,0
0.945397816,1,0.975039002,0
0.946153846,1,0.967692308,0
0.947932619,1,0.964777948,0
0.948275862,1,0.970219436,0
0.94984326,1,0.985893417,0
0.956386293,1,0.978193146,0
0.951937984,1,0.975193798,0
0.952309985,1,0.965722802,0
0.963525836,1,0.963525836,0
0.947449768,1,0.969088099,0
0.953416149,1,0.967391304,0
0.926868045,1,0.972972973,0
0.943037975,1,0.976265823,0
0.945141066,1,0.97492163,0
0.948517941,1,0.971918877,0
0.957413249,1,0.965299685,0
0.920852359,1,0.99543379,0
0.979197623,1,0.947994056,0
0.925329429,1,0.979502196,0
0.97716895,1,0.95738204,0
0.947683109,1,0.974588939,0
0.968888889,1,0.94962963,0
0.949606299,1,0.965354331,0
0.933028919,1,0.97564688,0
0.960118168,1,0.958641064,0
0.959627329,1,0.964285714,0
0.944700461,1,0.978494624,0
0.967503693,1,0.954209749,0
0.951661631,1,0.97734139,0
0.968980798,1,0.951255539,0
0.945945946,1,0.968468468,0
0.96731055,1,0.959881129,0
0.959183673,1,0.967032967,0
0.943854325,1,0.974203338,0
0.954005935,1,0.959940653,0
0.959627329,1,0.965838509,0
0.941087613,1,0.960725076,0
0.967455621,1,0.963017751,0
0.960902256,1,0.965413534,0
0.967164179,1,0.956716418,0
0.953030303,1,0.963636364,0
0.959214502,1,0.965256798,0
0.958009331,1,0.964230171,0
0.947530864,1,0.972222222,0
0.955927052,1,0.968085106,0
0.960365854,1,0.961890244,0
0.954616588,1,0.968701095,0
0.950617284,1,0.970679012,0
0.975232198,1,0.956656347,0
0.949286846,1,0.973058637,0
0.950844854,1,0.967741935,0
0.962732919,1,0.962732919,0
0.9578125,1,0.971875,0
0.955927052,1,0.962006079,0
0.962616822,1,0.962616822,0
0.95503876,1,0.96744186,0
0.961832061,1,0.958778626,0
0.95631068,1,0.970873786,0
0.967320261,1,0.959150327,0
0.953225806,1,0.958064516,0
0.946515397,1,0.967585089,0
0.987321712,1,0.957210777,0
0.962674961,1,0.968895801,0
0.96713615,1,0.962441315,0
0.957480315,1,0.968503937,0
0.962732919,1,0.961180124,0
0.96389325,1,0.965463108,0
0.970125786,1,0.968553459,0
0.96744186,1,0.959689922,0
0.963949843,1,0.968652038,0
0.964285714,1,0.961180124,0
0.966929134,1,0.966929134,0
0.960567823,1,0.963722397,0
0.955905512,1,0.963779528,0
0.965299685,1,0.963722397,0
0.966824645,1,0.963665087,0
0.95892575,1,0.966824645,0
0.955905512,1,0.97007874,0
0.957413249,1,0.97318612,0
0.958588957,1,0.957055215,0
0.951863354,1,0.965838509,0
0.967642527,1,0.959938367,0
0.960443038,1,0.966772152,0
0.955414013,1,0.969745223,0
0.959055118,1,0.968503937,0
0.9640625,1,0.965625,0
0.960380349,1,0.968304279,0
0.95562599,1,0.974643423,0
0.944530046,1,0.963020031,0
0.958268934,1,0.979907264,0
0.963358779,1,0.967938931,0
0.964723926,1,0.967791411,0
0.961890244,1,0.966463415,0
0.967391304,1,0.964285714,0
