R,G,B,Y
0.953821656,1,0.974522293,0
0.947368421,1,0.969040248,0
0.960183767,1,0.966309342,0
0.96124031,1,0.96124031,0
0.950949367,1,0.981012658,0
0.94054878,1,0.975609756,0
0.961077844,1,0.965568862,0
0.963746224,1,0.96978852,0
0.958579882,1,0.965976331,0
0.965568862,1,0.956586826,0
0.95482866,1,0.973520249,0
0.951257862,1,0.979559748,0
0.948562784,1,0.974281392,0
0.962349398,1,0.962349398,0
0.955246914,1,0.972222222,0
0.951713396,1,0.978193146,0
0.954545455,1,0.975757576,0
0.962178517,1,0.963691377,0
0.959398496,1,0.965413534,0
0.952671756,1,0.974045802,0
0.95952024,1,0.964017991,0
0.954968944,1,0.968944099,0
0.95482866,1,0.971962617,0
0.948091603,1,0.974045802,0
0.963691377,1,0.966717095,0
0.952160494,1,0.972222222,0
0.953051643,1,0.973395931,0
0.938931298,1,0.983206107,0
0.968133536,1,0.963581184,0
0.953662182,1,0.959641256,0
0.965996909,1,0.970633694,0
0.954751131,1,0.971342383,0
0.961890244,1,0.964939024,0
0.959055118,1,0.968503937,0
0.942901235,1,0.978395062,0
0.957575758,1,0.963636364,0
0.956181534,1,0.96713615,0
0.949367089,1,0.976265823,0
0.952599388,1,0.96941896,0
0.961597542,1,0.966205837,0
0.957345972,1,0.97314376,0
0.93740458,1,0.978625954,0
0.964615385,1,0.964615385,0
0.948170732,1,0.969512195,0
0.967741935,1,0.960061444,0
0.961597542,1,0.969278034,0
0.971875,1,0.9671875,0
0.945820433,1,0.978328173,0
0.957511381,1,0.960546282,0
0.959055118,1,0.973228346,0
0.934782609,1,0.973602484,0
0.959752322,1,0.969040248,0
0.959055118,1,0.97480315,0
0.954616588,1,0.976525822,0
0.958074534,1,0.972049689,0
0.954402516,1,0.97327044,0
0.954616588,1,0.973395931,0
0.96124031,1,0.975193798,0
0.956454121,1,0.976671851,0
0.956521739,1,0.968944099,0
0.957957958,1,0.956456456,0
0.957251908,1,0.967938931,0
0.961715161,1,0.964777948,0
0.961538462,1,0.964615385,0
0.959028832,1,0.966616085,0
0.955315871,1,0.967642527,0
0.958461538,1,0.961538462,0
0.955974843,1,0.971698113,0
0.952086553,1,0.972179289,0
0.958461538,1,0.969230769,0
0.959247649,1,0.97492163,0
0.944108761,1,0.959214502,0
0.954402516,1,0.979559748,0
0.96400626,1,0.962441315,0
0.955315871,1,0.966101695,0
0.95754717,1,0.968553459,0
0.953775039,1,0.963020031,0
0.954402516,1,0.97327044,0
0.958397535,1,0.964560863,0
0.957680251,1,0.971786834,0
0.953560372,1,0.96749226,0
0.957680251,1,0.979623824,0
0.980982567,1,0.961965135,0
0.965678627,1,0.964118565,0
0.956454121,1,0.964230171,0
0.96124031,1,0.962790698,0
0.960505529,1,0.974723539,0
0.960753532,1,0.970172684,0
0.956181534,1,0.96713615,0
0.957680251,1,0.970219436,0
0.947949527,1,0.970031546,0
0.953125,1,0.9625,0
0.955484897,1,0.960254372,0
0.955766193,1,0.962085308,0
0.961722488,1,0.966507177,0
0.963549921,1,0.965134707,0
0.966507177,1,0.968102073,0
0.96,1,0.9712,0
0.960191083,1,0.968152866,0
0.9632,1,0.9664,0
0.960191083,1,0.968152866,0
0.960127592,1,0.971291866,0
0.967741935,1,0.964516129,0
0.9696,1,0.9568,0
0.956937799,1,0.963317384,0
0.958064516,1,0.966129032,0
0.956521739,1,0.969404187,0
0.967741935,1,0.969354839,0
0.957446809,1,0.965630115,0
0.95269168,1,0.972267537,0
0.96097561,1,0.969105691,0
0.957446809,1,0.968903437,0
0.954323002,1,0.969004894,0
0.964227642,1,0.969105691,0
0.960720131,1,0.967266776,0
0.957654723,1,0.970684039,0
0.962601626,1,0.969105691,0
0.959016393,1,0.975409836,0
0.956097561,1,0.970731707,0
0.965798046,1,0.969055375,0
0.959016393,1,0.970491803,0
0.957792208,1,0.970779221,0
0.95276873,1,0.965798046,0
0.959150327,1,0.968954248,0
0.262910798,1,0.784037559,1
0.209302326,1,0.781395349,1
0.266055046,1,0.779816514,1
0.267857143,1,0.785714286,1
0.273542601,1,0.775784753,1
0.271111111,1,0.782222222,1
0.268907563,1,0.785714286,1
0.269076305,1,0.779116466,1
0.275590551,1,0.775590551,1
0.277108434,1,0.771084337,1
0.276679842,1,0.774703557,1
0.27027027,1,0.77992278,1
0.278625954,1,0.770992366,1
0.274509804,1,0.776470588,1
0.277777778,1,0.777777778,1
0.276264591,1,0.778210117,1
0.276264591,1,0.766536965,1
0.275,1,0.775,1
0.275555556,1,0.773333333,1
0.270642202,1,0.766055046,1
0.266666667,1,0.780952381,1
0.264705882,1,0.779411765,1
0.264705882,1,0.779411765,1
0.261083744,1,0.773399015,1
0.261306533,1,0.778894472,1
0.260204082,1,0.780612245,1
0.230769231,1,0.784615385,1
0.274193548,1,0.817204301,1
0.257731959,1,0.778350515,1
0.256410256,1,0.779487179,1
0.258883249,1,0.791878173,1
0.18974359,1,0.784615385,1
0.255102041,1,0.785714286,1
0.257731959,1,0.788659794,1
0.259067358,1,0.792746114,1
0.243093923,1,0.845303867,1
0.170103093,1,0.788659794,1
0.257731959,1,0.788659794,1
0.263959391,1,0.781725888,1
0.261306533,1,0.793969849,1
0.264705882,1,0.784313725,1
0.264705882,1,0.779411765,1
0.260869565,1,0.782608696,1
0.251162791,1,0.776744186,1
0.268518519,1,0.787037037,1
0.267281106,1,0.778801843,1
0.268518519,1,0.777777778,1
0.269767442,1,0.786046512,1
0.266055046,1,0.775229358,1
0.267605634,1,0.774647887,1
0.267942584,1,0.770334928,1
0.261083744,1,0.773399015,1
0.261306533,1,0.778894472,1
0.260204082,1,0.780612245,1
0.259067358,1,0.78238342,1
0.256410256,1,0.784615385,1
0.256410256,1,0.779487179,1
0.260416667,1,0.791666667,1
0.25388601,1,0.787564767,1
0.170103093,1,0.783505155,1
0.260416667,1,0.796875,1
0.190721649,1,0.788659794,1
0.259067358,1,0.787564767,1
0.258883249,1,0.78680203,1
0.26,1,0.78,1
0.263414634,1,0.790243902,1
0.263888889,1,0.782407407,1
0.242152466,1,0.784753363,1
0.271111111,1,0.773333333,1
0.271111111,1,0.773333333,1
0.271111111,1,0.782222222,1
0.269911504,1,0.778761062,1
0.273542601,1,0.775784753,1
0.271493213,1,0.773755656,1
0.267605634,1,0.779342723,1
0.270531401,1,0.77294686,1
0.264705882,1,0.774509804,1
0.260204082,1,0.775510204,1
0.204081633,1,0.780612245,1
0.256410256,1,0.784615385,1
0.206185567,1,0.783505155,1
0.261538462,1,0.779487179,1
0.259067358,1,0.787564767,1
0.260416667,1,0.786458333,1
0.257731959,1,0.788659794,1
0.257731959,1,0.788659794,1
0.263959391,1,0.78680203,1
0.26,1,0.785,1
0.261083744,1,0.783251232,1
0.264705882,1,0.784313725,1
0.264423077,1,0.783653846,1
0.267605634,1,0.784037559,1
0.268518519,1,0.782407407,1
0.243119266,1,0.779816514,1
0.269406393,1,0.780821918,1
0.271111111,1,0.777777778,1
0.271111111,1,0.777777778,1
0.265486726,1,0.778761062,1
0.269058296,1,0.775784753,1
0.271889401,1,0.769585253,1
0.27014218,1,0.772511848,1
0.267326733,1,0.782178218,1
0.262376238,1,0.777227723,1
0.261306533,1,0.778894472,1
0.261538462,1,0.784615385,1
0.260204082,1,0.780612245,1
0.258883249,1,0.781725888,1
0.256410256,1,0.779487179,1
0.256410256,1,0.784615385,1
0.257731959,1,0.783505155,1
0.261538462,1,0.779487179,1
0.258883249,1,0.78680203,1
0.192893401,1,0.78680203,1
0.262376238,1,0.787128713,1
0.266009852,1,0.78817734,1
0.265700483,1,0.787439614,1
0.265402844,1,0.781990521,1
0.265116279,1,0.781395349,1
0.268518519,1,0.782407407,1
0.269767442,1,0.781395349,1
0.267281106,1,0.783410138,1
0.268181818,1,0.781818182,1
0.268181818,1,0.781818182,1
0.268181818,1,0.781818182,1
0.269406393,1,0.776255708,1
0.266666667,1,0.780952381,1
0.265700483,1,0.77294686,1
0.262376238,1,0.782178218,1
0.261306533,1,0.778894472,1
0.186868687,1,0.782828283,1
0.258883249,1,0.781725888,1
0.260204082,1,0.775510204,1
0.258883249,1,0.78680203,1
0.257575758,1,0.777777778,1
0.257731959,1,0.783505155,1
0.259067358,1,0.787564767,1
0.256410256,1,0.784615385,1
0.258883249,1,0.78680203,1
0.216080402,1,0.788944724,1
0.261083744,1,0.783251232,1
0.266009852,1,0.75862069,1
0.261904762,1,0.785714286,1
0.265116279,1,0.781395349,1
0.267281106,1,0.778801843,1
0.267281106,1,0.778801843,1
0.205479452,1,0.780821918,1
0.268181818,1,0.781818182,1
0.268181818,1,0.777272727,1
0.270642202,1,0.779816514,1
0.271428571,1,0.780952381,1
0.266009852,1,0.783251232,1
0.262376238,1,0.777227723,1
0.265,1,0.775,1
0.258883249,1,0.776649746,1
0.258883249,1,0.776649746,1
0.257731959,1,0.783505155,1
0.259067358,1,0.787564767,1
0.255102041,1,0.785714286,1
0.257731959,1,0.783505155,1
0.256410256,1,0.78974359,1
0.208955224,1,0.786069652,1
0.263414634,1,0.756097561,1
0.264423077,1,0.783653846,1
0.265116279,1,0.781395349,1
0.266055046,1,0.779816514,1
0.26146789,1,0.779816514,1
0.268181818,1,0.781818182,1
0.248868778,1,0.778280543,1
0.269406393,1,0.776255708,1
0.270642202,1,0.775229358,1
0.271428571,1,0.780952381,1
0.266009852,1,0.778325123,1
0.262376238,1,0.777227723,1
0.26,1,0.775,1
0.260204082,1,0.780612245,1
0.256410256,1,0.784615385,1
0.255,1,0.78,1
0.258883249,1,0.781725888,1
0.258883249,1,0.78680203,1
0.256157635,1,0.783251232,1
0.263414634,1,0.726829268,1
0.260869565,1,0.787439614,1
0.269767442,1,0.781395349,1
0.269058296,1,0.748878924,1
0.266666667,1,0.773333333,1
0.267857143,1,0.78125,1
0.271929825,1,0.780701754,1
0.271111111,1,0.777777778,1
0.293269231,1,0.841346154,1
0.272727273,1,0.779904306,1
0.266009852,1,0.773399015,1
0.262376238,1,0.772277228,1
0.217171717,1,0.777777778,1
0.261538462,1,0.784615385,1
0.260204082,1,0.780612245,1
0.235897436,1,0.784615385,1
0.224489796,1,0.785714286,1
0.258883249,1,0.78680203,1
0.236180905,1,0.788944724,1
0.263414634,1,0.712195122,1
0.266666667,1,0.785714286,1
0.26635514,1,0.785046729,1
0.265116279,1,0.781395349,1
0.267281106,1,0.778801843,1
0.269406393,1,0.780821918,1
0.266055046,1,0.775229358,1
0.269767442,1,0.781395349,1
0.266666667,1,0.771428571,1
0.265,1,0.785,1
0.258706468,1,0.771144279,1
0.24,1,0.775,1
0.235,1,0.78,1
0.260204082,1,0.780612245,1
0.275675676,1,0.832432432,1
0.260204082,1,0.785714286,1
0.262626263,1,0.787878788,1
0.266009852,1,0.78817734,1
0.262910798,1,0.779342723,1
0.267281106,1,0.783410138,1
0.265486726,1,0.783185841,1
0.269911504,1,0.783185841,1
0.270742358,1,0.790393013,1
0.273127753,1,0.779735683,1
0.271111111,1,0.782222222,1
0.26754386,1,0.785087719,1
0.271929825,1,0.771929825,1
0.220657277,1,0.769953052,1
0.22815534,1,0.766990291,1
0.257425743,1,0.777227723,1
0.256410256,1,0.779487179,1
0.257731959,1,0.783505155,1
0.258883249,1,0.781725888,1
0.260204082,1,0.780612245,1
0.257731959,1,0.788659794,1
0.253731343,1,0.791044776,1
0.235294118,1,0.784313725,1
0.266990291,1,0.776699029,1
0.26635514,1,0.780373832,1
0.264840183,1,0.785388128,1
0.27027027,1,0.779279279,1
0.247747748,1,0.779279279,1
0.269058296,1,0.730941704,1
0.227272727,1,0.777272727,1
0.273584906,1,0.768867925,1
0.215686275,1,0.774509804,1
0.258706468,1,0.776119403,1
0.258706468,1,0.776119403,1
0.260204082,1,0.780612245,1
0.256410256,1,0.779487179,1
0.260204082,1,0.785714286,1
0.260204082,1,0.780612245,1
0.258706468,1,0.791044776,1
0.220588235,1,0.779411765,1
0.259615385,1,0.783653846,1
0.244131455,1,0.784037559,1
0.267281106,1,0.778801843,1
0.268181818,1,0.777272727,1
0.266055046,1,0.779816514,1
0.267281106,1,0.778801843,1
0.267281106,1,0.778801843,1
0.269230769,1,0.783653846,1
0.264705882,1,0.774509804,1
0.256544503,1,0.821989529,1
0.262626263,1,0.777777778,1
0.258883249,1,0.776649746,1
0.260204082,1,0.780612245,1
0.258883249,1,0.776649746,1
0.258883249,1,0.781725888,1
0.260204082,1,0.785714286,1
0.257575758,1,0.787878788,1
0.263414634,1,0.731707317,1
0.257281553,1,0.786407767,1
0.268867925,1,0.783018868,1
0.264840183,1,0.780821918,1
0.267857143,1,0.78125,1
0.27027027,1,0.720720721,1
0.267857143,1,0.78125,1
0.269058296,1,0.762331839,1
0.225225225,1,0.779279279,1
0.274881517,1,0.767772512,1
0.24,1,0.775,1
0.22,1,0.78,1
0.257575758,1,0.772727273,1
0.257731959,1,0.783505155,1
0.204081633,1,0.780612245,1
0.255102041,1,0.780612245,1
0.235897436,1,0.784615385,1
0.257731959,1,0.783505155,1
0.257731959,1,0.788659794,1
0.258706468,1,0.786069652,1
0.266009852,1,0.783251232,1
0.27184466,1,0.805825243,1
0.266055046,1,0.78440367,1
0.268181818,1,0.777272727,1
0.266055046,1,0.78440367,1
0.269406393,1,0.780821918,1
0.272300469,1,0.769953052,1
0.267326733,1,0.777227723,1
0.258883249,1,0.776649746,1
0.248803828,1,0.779904306,1
0.252475248,1,0.777227723,1
0.257575758,1,0.782828283,1
0.255102041,1,0.790816327,1
0.257575758,1,0.777777778,1
0.257731959,1,0.793814433,1
0.256410256,1,0.78974359,1
0.256410256,1,0.78974359,1
0.256410256,1,0.784615385,1
0.257575758,1,0.782828283,1
0.264705882,1,0.784313725,1
0.264705882,1,0.779411765,1
0.265402844,1,0.777251185,1
0.267605634,1,0.779342723,1
0.268867925,1,0.778301887,1
0.251184834,1,0.781990521,1
0.27014218,1,0.781990521,1
0.27014218,1,0.777251185,1
0.266666667,1,0.785714286,1
0.28358209,1,0.820895522,1
0.267605634,1,0.779342723,1
0.269230769,1,0.778846154,1
0.260273973,1,0.789954338,1
0.260504202,1,0.764705882,1
0.195348837,1,0.76744186,1
0.266666667,1,0.776190476,1
0.262672811,1,0.792626728,1
0.240963855,1,0.779116466,1
0.260162602,1,0.703252033,1
0.264573991,1,0.762331839,1
0.27014218,1,0.781990521,1
0.26635514,1,0.785046729,1
0.263636364,1,0.777272727,1
0.267605634,1,0.774647887,1
0.259433962,1,0.778301887,1
0.27014218,1,0.781990521,1
0.277227723,1,0.816831683,1
0.265700483,1,0.777777778,1
0.263157895,1,0.793522267,1
0.256302521,1,0.764705882,1
0.275700935,1,0.789719626,1
0.242990654,1,0.775700935,1
0.269911504,1,0.814159292,1
0.276264591,1,0.782101167,1
0.28,1,0.78,1
0.284444444,1,0.777777778,1
0.279069767,1,0.781395349,1
0.279816514,1,0.779816514,1
0.273972603,1,0.789954338,1
0.280701754,1,0.785087719,1
0.279279279,1,0.783783784,1
0.268181818,1,0.781818182,1
0.276497696,1,0.788018433,1
0.276785714,1,0.78125,1
0.280542986,1,0.787330317,1
0.280542986,1,0.778280543,1
0.208144796,1,0.787330317,1
0.279279279,1,0.779279279,1
0.278026906,1,0.789237668,1
0.279279279,1,0.783783784,1
0.278538813,1,0.780821918,1
0.277777778,1,0.787037037,1
0.273972603,1,0.789954338,1
0.2760181,1,0.787330317,1
0.237442922,1,0.780821918,1
0.276497696,1,0.783410138,1
0.193548387,1,0.783410138,1
0.275229358,1,0.78440367,1
0.211711712,1,0.783783784,1
0.278026906,1,0.784753363,1
0.2760181,1,0.778280543,1
0.276497696,1,0.778801843,1
0.274881517,1,0.781990521,1
0.272727273,1,0.784688995,1
0.238095238,1,0.785714286,1
0.27014218,1,0.781990521,1
0.272727273,1,0.784688995,1
0.290816327,1,0.831632653,1
0.270531401,1,0.782608696,1
0.268292683,1,0.780487805,1
0.269607843,1,0.789215686,1
0.273170732,1,0.790243902,1
0.268292683,1,0.790243902,1
0.224390244,1,0.785365854,1
0.269607843,1,0.794117647,1
0.270935961,1,0.78817734,1
0.268656716,1,0.791044776,1
0.271356784,1,0.793969849,1
0.24120603,1,0.788944724,1
0.242424242,1,0.797979798,1
0.266331658,1,0.793969849,1
0.27,1,0.795,1
0.27,1,0.79,1
0.265,1,0.795,1
0.263681592,1,0.7960199,1
0.265,1,0.795,1
0.268656716,1,0.791044776,1
0.221674877,1,0.793103448,1
0.269607843,1,0.789215686,1
0.269607843,1,0.789215686,1
0.269607843,1,0.789215686,1
0.266990291,1,0.786407767,1
0.27184466,1,0.796116505,1
0.271428571,1,0.79047619,1
0.271428571,1,0.79047619,1
0.274881517,1,0.791469194,1
0.27014218,1,0.786729858,1
0.268867925,1,0.787735849,1
0.216981132,1,0.79245283,1
0.275700935,1,0.789719626,1
0.274418605,1,0.776744186,1
0.276190476,1,0.785714286,1
0.27184466,1,0.786407767,1
0.267326733,1,0.792079208,1
0.266331658,1,0.793969849,1
0.265,1,0.79,1
0.277486911,1,0.837696335,1
0.266331658,1,0.798994975,1
0.221105528,1,0.798994975,1
0.265,1,0.795,1
0.265,1,0.8,1
0.236180905,1,0.804020101,1
0.263681592,1,0.791044776,1
0.263681592,1,0.800995025,1
0.265,1,0.8,1
0.263681592,1,0.7960199,1
0.245,1,0.8,1
0.265,1,0.8,1
0.27,1,0.8,1
0.261306533,1,0.798994975,1
0.261306533,1,0.798994975,1
0.263681592,1,0.791044776,1
0.263959391,1,0.796954315,1
0.266331658,1,0.804020101,1
0.269035533,1,0.802030457,1
0.266331658,1,0.798994975,1
0.265306122,1,0.801020408,1
0.267676768,1,0.797979798,1
0.267676768,1,0.797979798,1
0.266331658,1,0.793969849,1
0.267676768,1,0.797979798,1
0.267676768,1,0.797979798,1
0.269035533,1,0.802030457,1
0.269035533,1,0.802030457,1
0.267676768,1,0.797979798,1
0.267676768,1,0.797979798,1
0.267676768,1,0.797979798,1
0.267676768,1,0.797979798,1
0.265,1,0.805,1
0.27184466,1,0.805825243,1
0.268518519,1,0.819444444,1
0.276497696,1,0.806451613,1
0.273148148,1,0.814814815,1
0.273972603,1,0.808219178,1
0.271493213,1,0.800904977,1
0.278026906,1,0.762331839,1
0.272727273,1,0.831168831,1
0.280334728,1,0.824267782,1
0.274261603,1,0.814345992,1
0.278481013,1,0.827004219,1
0.279835391,1,0.818930041,1
0.279835391,1,0.823045267,1
0.282157676,1,0.813278008,1
0.266094421,1,0.815450644,1
0.243362832,1,0.809734513,1
0.272727273,1,0.809090909,1
0.275229358,1,0.802752294,1
0.273584906,1,0.787735849,1
0.27184466,1,0.72815534,1
0.261083744,1,0.78817734,1
0.273584906,1,0.79245283,1
0.273542601,1,0.730941704,1
0.279816514,1,0.775229358,1
0.274881517,1,0.786729858,1
0.276699029,1,0.786407767,1
0.27014218,1,0.800947867,1
0.260683761,1,0.782051282,1
0.273972603,1,0.794520548,1
0.240909091,1,0.75,1
0.266949153,1,0.81779661,1
0.267782427,1,0.79916318,1
0.272357724,1,0.81300813,1
0.271255061,1,0.809716599,1
0.274590164,1,0.807377049,1
0.276595745,1,0.812765957,1
0.27753304,1,0.810572687,1
0.275700935,1,0.808411215,1
0.273584906,1,0.801886792,1
0.273170732,1,0.8,1
0.27184466,1,0.791262136,1
0.274509804,1,0.794117647,1
0.270531401,1,0.787439614,1
0.269607843,1,0.789215686,1
0.194174757,1,0.786407767,1
0.268292683,1,0.790243902,1
0.274881517,1,0.791469194,1
0.278301887,1,0.787735849,1
0.276995305,1,0.788732394,1
0.272300469,1,0.784037559,1
0.276995305,1,0.779342723,1
0.272727273,1,0.789473684,1
0.274038462,1,0.788461538,1
0.269767442,1,0.804651163,1
0.265486726,1,0.809734513,1
0.270742358,1,0.790393013,1
0.275229358,1,0.798165138,1
0.269406393,1,0.803652968,1
0.273542601,1,0.802690583,1
0.26754386,1,0.798245614,1
0.27027027,1,0.801801802,1
0.272727273,1,0.8,1
0.270642202,1,0.80733945,1
0.271493213,1,0.800904977,1
0.271493213,1,0.809954751,1
0.272727273,1,0.804545455,1
0.271889401,1,0.797235023,1
0.275700935,1,0.789719626,1
0.274038462,1,0.788461538,1
0.273170732,1,0.72195122,1
0.272300469,1,0.788732394,1
0.275700935,1,0.789719626,1
0.278301887,1,0.783018868,1
0.273148148,1,0.791666667,1
0.276785714,1,0.790178571,1
0.280701754,1,0.785087719,1
0.28125,1,0.785714286,1
0.279279279,1,0.779279279,1
0.279279279,1,0.788288288,1
0.278761062,1,0.787610619,1
0.278761062,1,0.783185841,1
0.276785714,1,0.78125,1
0.266393443,1,0.831967213,1
0.282700422,1,0.776371308,1
0.275862069,1,0.797413793,1
0.278688525,1,0.778688525,1
0.267206478,1,0.789473684,1
0.263157895,1,0.773279352,1
0.260330579,1,0.776859504,1
0.259259259,1,0.781893004,1
0.261410788,1,0.784232365,1
0.263598326,1,0.786610879,1
0.268907563,1,0.789915966,1
0.273127753,1,0.788546256,1
0.275229358,1,0.78440367,1
0.27184466,1,0.766990291,1
0.268656716,1,0.791044776,1
0.266009852,1,0.783251232,1
0.267605634,1,0.798122066,1
0.273148148,1,0.791666667,1
0.202830189,1,0.787735849,1
0.27184466,1,0.747572816,1
0.268292683,1,0.795121951,1
0.27184466,1,0.796116505,1
0.271028037,1,0.789719626,1
0.269767442,1,0.795348837,1
0.272300469,1,0.784037559,1
0.267942584,1,0.789473684,1
0.193236715,1,0.787439614,1
0.261904762,1,0.795238095,1
0.267241379,1,0.775862069,1
0.267241379,1,0.788793103,1
0.272727273,1,0.786363636,1
0.26754386,1,0.798245614,1
0.261061947,1,0.792035398,1
0.273542601,1,0.789237668,1
0.278538813,1,0.785388128,1
0.20361991,1,0.778280543,1
0.273972603,1,0.794520548,1
0.274261603,1,0.789029536,1
0.284518828,1,0.782426778,1
0.278008299,1,0.784232365,1
0.27755102,1,0.746938776,1
0.276150628,1,0.778242678,1
0.285140562,1,0.779116466,1
0.283898305,1,0.775423729,1
0.278008299,1,0.784232365,1
0.282157676,1,0.780082988,1
0.285106383,1,0.774468085,1
0.273504274,1,0.782051282,1
0.27753304,1,0.788546256,1
0.293838863,1,0.829383886,1
0.275229358,1,0.78440367,1
0.275229358,1,0.78440367,1
0.273972603,1,0.789954338,1
0.27510917,1,0.794759825,1
0.286919831,1,0.784810127,1
0.281512605,1,0.781512605,1
0.278688525,1,0.717213115,1
0.280632411,1,0.782608696,1
0.28458498,1,0.782608696,1
0.282945736,1,0.779069767,1
0.284615385,1,0.776923077,1
0.284046693,1,0.774319066,1
0.286290323,1,0.778225806,1
0.280851064,1,0.782978723,1
0.277777778,1,0.790598291,1
0.292035398,1,0.814159292,1
0.281385281,1,0.774891775,1
0.271889401,1,0.783410138,1
0.276497696,1,0.788018433,1
0.273972603,1,0.780821918,1
0.205607477,1,0.785046729,1
0.276995305,1,0.784037559,1
0.273584906,1,0.787735849,1
0.276995305,1,0.784037559,1
0.273584906,1,0.787735849,1
0.272727273,1,0.794258373,1
0.23255814,1,0.790697674,1
0.270642202,1,0.793577982,1
0.2,1,0.795555556,1
0.264957265,1,0.799145299,1
0.269230769,1,0.782051282,1
0.273972603,1,0.789954338,1
0.203791469,1,0.786729858,1
0.269230769,1,0.788461538,1
0.267605634,1,0.798122066,1
0.273972603,1,0.794520548,1
0.277272727,1,0.790909091,1
0.277777778,1,0.782407407,1
0.273972603,1,0.785388128,1
0.27826087,1,0.786956522,1
0.256521739,1,0.782608696,1
0.280701754,1,0.780701754,1
0.27826087,1,0.782608696,1
0.278969957,1,0.785407725,1
0.283261803,1,0.785407725,1
0.285087719,1,0.776315789,1
0.276995305,1,0.774647887,1
0.271428571,1,0.8,1
0.264957265,1,0.799145299,1
0.270833333,1,0.7875,1
0.281938326,1,0.797356828,1
0.271889401,1,0.783410138,1
0.274881517,1,0.791469194,1
0.276497696,1,0.792626728,1
0.27753304,1,0.779735683,1
0.247826087,1,0.786956522,1
0.27826087,1,0.782608696,1
0.286343612,1,0.801762115,1
0.272727273,1,0.783549784,1
0.225108225,1,0.783549784,1
0.280172414,1,0.784482759,1
0.255411255,1,0.787878788,1
0.282051282,1,0.786324786,1
0.281512605,1,0.781512605,1
0.278481013,1,0.780590717,1
0.281512605,1,0.777310924,1
0.283842795,1,0.781659389,1
0.274336283,1,0.787610619,1
0.278969957,1,0.789699571,1
0.277056277,1,0.783549784,1
0.273542601,1,0.780269058,1
0.275700935,1,0.780373832,1
0.274881517,1,0.796208531,1
0.271889401,1,0.788018433,1
0.273542601,1,0.793721973,1
0.278026906,1,0.762331839,1
0.283185841,1,0.783185841,1
0.27753304,1,0.788546256,1
0.27826087,1,0.791304348,1
0.282700422,1,0.784810127,1
0.285106383,1,0.787234043,1
0.280172414,1,0.780172414,1
0.246753247,1,0.779220779,1
0.283261803,1,0.78111588,1
0.274261603,1,0.784810127,1
0.278481013,1,0.780590717,1
0.273542601,1,0.757847534,1
0.273542601,1,0.784753363,1
0.269058296,1,0.793721973,1
0.271929825,1,0.798245614,1
0.276315789,1,0.793859649,1
0.274336283,1,0.792035398,1
0.277272727,1,0.790909091,1
0.280542986,1,0.778280543,1
0.278761062,1,0.792035398,1
0.271551724,1,0.788793103,1
0.283333333,1,0.779166667,1
0.284482759,1,0.784482759,1
0.217391304,1,0.786956522,1
0.280172414,1,0.788793103,1
0.280851064,1,0.782978723,1
0.27826087,1,0.795652174,1
0.23245614,1,0.789473684,1
0.212121212,1,0.792207792,1
0.272727273,1,0.787878788,1
0.273127753,1,0.788546256,1
0.205357143,1,0.790178571,1
0.231818182,1,0.790909091,1
0.27027027,1,0.792792793,1
0.271929825,1,0.793859649,1
0.207048458,1,0.797356828,1
0.27510917,1,0.790393013,1
0.27510917,1,0.781659389,1
0.271929825,1,0.789473684,1
0.282608696,1,0.782608696,1
0.280851064,1,0.791489362,1
0.283898305,1,0.783898305,1
0.283261803,1,0.785407725,1
0.280701754,1,0.785087719,1
0.276785714,1,0.790178571,1
0.273127753,1,0.792951542,1
0.273504274,1,0.782051282,1
0.223684211,1,0.789473684,1
0.274336283,1,0.787610619,1
0.271493213,1,0.787330317,1
0.274418605,1,0.804651163,1
0.270642202,1,0.788990826,1
0.270642202,1,0.793577982,1
0.277272727,1,0.790909091,1
0.2760181,1,0.78280543,1
0.281938326,1,0.779735683,1
0.286995516,1,0.807174888,1
0.278969957,1,0.789699571,1
0.284518828,1,0.786610879,1
0.283898305,1,0.783898305,1
0.281385281,1,0.779220779,1
0.281385281,1,0.787878788,1
0.282051282,1,0.786324786,1
0.277310924,1,0.785714286,1
0.275423729,1,0.788135593,1
0.279279279,1,0.774774775,1
0.272300469,1,0.784037559,1
0.279411765,1,0.808823529,1
0.271028037,1,0.794392523,1
0.27027027,1,0.797297297,1
0.274336283,1,0.796460177,1
0.290178571,1,0.821428571,1
0.279475983,1,0.777292576,1
0.266968326,1,0.791855204,1
0.281385281,1,0.787878788,1
0.283898305,1,0.788135593,1
0.285714286,1,0.785714286,1
0.283261803,1,0.785407725,1
0.283261803,1,0.785407725,1
0.283261803,1,0.78111588,1
0.281385281,1,0.796536797,1
0.278481013,1,0.789029536,1
0.273504274,1,0.786324786,1
0.277272727,1,0.781818182,1
0.274418605,1,0.781395349,1
0.27014218,1,0.791469194,1
0.272300469,1,0.788732394,1
0.272727273,1,0.786363636,1
0.277272727,1,0.790909091,1
0.279279279,1,0.783783784,1
0.278761062,1,0.787610619,1
0.282051282,1,0.786324786,1
0.220338983,1,0.788135593,1
0.283261803,1,0.78111588,1
0.278969957,1,0.785407725,1
0.283261803,1,0.789699571,1
0.282051282,1,0.790598291,1
0.282608696,1,0.782608696,1
0.280542986,1,0.778280543,1
0.271028037,1,0.794392523,1
0.273148148,1,0.787037037,1
0.27027027,1,0.743243243,1
0.266666667,1,0.782222222,1
